pitch,roll,elbow_p,elbow_yaw,hand_x,hand_z,x_osc,z_osc,qacc_max,stable,z_ok,x_ok,candidate
-2.5,1.0,-1.0,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,-1.0,0.5,0.1782,1.1073,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,-1.0,1.0,0.1139,1.0713,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,-1.0,1.5,0.0616,1.0234,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,-1.0,2.0,0.0342,0.9753,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,-0.5,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,-0.5,0.5,0.1676,1.1335,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,-0.5,1.0,0.095,1.1172,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,-0.5,1.5,0.0391,1.0776,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,-0.5,2.0,0.0137,1.0246,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,0.0,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,0.0,0.5,0.1721,1.1538,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,0.0,1.0,0.1028,1.153,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,0.0,1.5,0.0482,1.1201,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,0.0,2.0,0.0219,1.0632,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,0.5,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,0.5,0.5,0.1906,1.1635,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,0.5,1.0,0.1353,1.1701,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,0.5,1.5,0.0867,1.1403,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,0.5,2.0,0.0568,1.0816,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,1.0,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.0,0.5,0.2186,1.1601,2e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.0,1.0,0.1846,1.1641,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.0,1.5,0.1451,1.1332,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,1.0,2.0,0.1116,1.0742,5e-05,0.0001,0.81,True,False,False,False
-2.5,1.0,1.5,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.5,0.5,0.2493,1.1445,2e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.5,1.0,0.2385,1.1366,2e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,1.5,1.5,0.209,1.1006,1e-05,0.0,0.81,True,False,False,False
-2.5,1.0,1.5,2.0,0.1681,1.0456,0.0,0.0,0.81,True,False,False,False
-2.5,1.0,2.0,0.0,0.2388,1.1224,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.0,2.0,0.5,0.2752,1.1204,1e-05,2e-05,0.81,True,False,True,False
-2.5,1.0,2.0,1.0,0.2839,1.0942,1e-05,2e-05,0.81,True,False,True,False
-2.5,1.0,2.0,1.5,0.2627,1.0505,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.0,2.0,2.0,0.2171,1.0001,0.0,0.0,0.81,True,False,False,False
-2.5,1.5,-1.0,0.0,0.2739,1.1676,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,-1.0,0.5,0.229,1.1732,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,-1.0,1.0,0.1728,1.1481,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,-1.0,1.5,0.1191,1.0987,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,-1.0,2.0,0.0811,1.037,0.0,0.0,0.81,True,False,False,False
-2.5,1.5,-0.5,0.0,0.2739,1.1675,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,-0.5,0.5,0.2108,1.1895,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,-0.5,1.0,0.1407,1.1768,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,-0.5,1.5,0.0811,1.1325,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,-0.5,2.0,0.0466,1.0677,0.0,0.0,0.81,True,False,False,False
-2.5,1.5,0.0,0.0,0.2739,1.1675,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,0.0,0.5,0.2053,1.1968,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,0.0,1.0,0.131,1.1897,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,0.0,1.5,0.0696,1.1478,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,0.0,2.0,0.0361,1.0816,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,0.5,0.0,0.2739,1.1675,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,0.5,0.5,0.2138,1.1934,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,0.5,1.0,0.146,1.1837,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,0.5,1.5,0.0873,1.1407,1e-05,0.0,0.81,True,False,False,False
-2.5,1.5,0.5,2.0,0.0457,1.0756,1e-05,4e-05,0.81,True,False,False,False
-2.5,1.5,1.0,0.0,0.2739,1.1676,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,1.0,0.5,0.2343,1.1801,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,1.0,1.0,0.1821,1.1603,2e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,1.0,1.5,0.157,1.1271,1e-05,8e-05,0.81,True,False,False,False
-2.5,1.5,1.0,2.0,0.0749,0.9987,1e-05,2e-05,0.81,True,False,False,False
-2.5,1.5,1.5,0.0,0.2739,1.1676,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,1.5,0.5,0.2618,1.1601,2e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,1.5,1.0,0.2303,1.1252,2e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,1.5,1.5,0.1872,1.0716,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,1.5,2.0,0.1502,1.0042,1e-05,3e-05,0.81,True,False,False,False
-2.5,1.5,2.0,0.0,0.2739,1.1676,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,2.0,0.5,0.2894,1.1383,1e-05,1e-05,0.81,True,False,True,False
-2.5,1.5,2.0,1.0,0.2788,1.0871,2e-05,2e-05,0.81,True,False,True,False
-2.5,1.5,2.0,1.5,0.2447,1.0266,1e-05,1e-05,0.81,True,False,False,False
-2.5,1.5,2.0,2.0,0.1955,0.9716,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,-1.0,0.0,-0.0997,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,-1.0,0.5,-0.1559,0.8274,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,-1.0,1.0,-0.1823,0.8473,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,-1.0,1.5,-0.1724,0.8658,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,-1.0,2.0,-0.1285,0.8786,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,-0.5,0.0,-0.0997,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,-0.5,0.5,-0.1455,0.859,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,-0.5,1.0,-0.1642,0.9028,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,-0.5,1.5,-0.1509,0.9318,1e-05,0.0,0.81,True,False,False,False
-2.0,-0.5,-0.5,2.0,-0.1088,0.9387,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,0.0,0.0,-0.0997,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,0.0,0.5,-0.122,0.8797,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,0.0,1.0,-0.1228,0.9394,2e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,0.0,1.5,-0.1017,0.9752,1e-05,0.0,0.81,True,False,False,False
-2.0,-0.5,0.0,2.0,-0.0639,0.9782,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,0.5,0.0,-0.0998,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,0.5,0.5,-0.0911,0.8845,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,0.5,1.0,-0.0682,0.9478,2e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,0.5,1.5,-0.0369,0.9852,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,0.5,2.0,-0.0047,0.9873,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,1.0,0.0,-0.0998,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,1.0,0.5,-0.0603,0.8722,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,1.0,1.0,-0.014,0.9261,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,1.0,1.5,0.0275,0.9593,1e-05,0.0,0.81,True,False,False,False
-2.0,-0.5,1.0,2.0,0.0539,0.9637,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,1.5,0.0,-0.0998,0.811,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,1.5,0.5,-0.0371,0.8458,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,1.5,1.0,0.0266,0.8796,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,1.5,1.5,0.0756,0.904,1e-05,1e-05,0.81,True,False,False,False
-2.0,-0.5,1.5,2.0,0.0977,0.9132,0.0,0.0,0.81,True,False,False,False
-2.0,-0.5,2.0,0.0,-0.0997,0.8111,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,2.0,0.5,-0.0273,0.8118,1e-05,0.0,0.81,True,True,False,False
-2.0,-0.5,2.0,1.0,0.0436,0.8197,1e-05,1e-05,0.81,True,True,False,False
-2.0,-0.5,2.0,1.5,0.0956,0.8329,1e-05,1e-05,0.81,True,True,False,False
-2.0,-0.5,2.0,2.0,0.1159,0.8484,0.0,0.0,0.81,True,True,False,False
-2.0,0.0,-1.0,0.0,0.0552,0.8832,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-1.0,0.5,-0.0159,0.8933,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,-1.0,1.0,-0.0693,0.9009,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-1.0,1.5,-0.092,0.9042,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-1.0,2.0,-0.0784,0.9027,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,-0.5,0.0,0.0552,0.8832,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-0.5,0.5,-0.0022,0.9262,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-0.5,1.0,-0.0456,0.9587,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-0.5,1.5,-0.064,0.9729,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,-0.5,2.0,-0.0528,0.9652,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,0.0,0.0,0.0552,0.8831,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.0,0.5,0.0255,0.9484,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.0,1.0,0.0031,0.9981,2e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.0,1.5,-0.0062,1.0196,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,0.0,2.0,-0.0002,1.0078,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,0.5,0.0,0.0552,0.8831,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.5,0.5,0.0604,0.9547,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.5,1.0,0.0647,1.0092,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,0.5,1.5,0.0669,1.0329,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,0.5,2.0,0.0664,1.0199,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,1.0,0.0,0.0551,0.8832,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,1.0,0.5,0.0942,0.9435,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,1.0,1.0,0.1242,0.9894,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,1.0,1.5,0.1374,1.0093,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,1.0,2.0,0.1307,0.9984,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,1.5,0.0,0.0551,0.8832,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,1.5,0.5,0.1184,0.9175,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,1.5,1.0,0.1667,0.9435,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,1.5,1.5,0.1878,0.9548,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,1.5,2.0,0.1766,0.9487,0.0,0.0,0.81,True,False,False,False
-2.0,0.0,2.0,0.0,0.0552,0.8832,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,2.0,0.5,0.1272,0.8831,1e-05,0.0,0.81,True,False,False,False
-2.0,0.0,2.0,1.0,0.1819,0.8829,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,2.0,1.5,0.2058,0.8829,1e-05,1e-05,0.81,True,False,False,False
-2.0,0.0,2.0,2.0,0.193,0.8832,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,-1.0,0.0,0.2122,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-1.0,0.5,0.1396,0.9637,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-1.0,1.0,0.0689,0.964,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-1.0,1.5,0.0174,0.9546,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-1.0,2.0,-0.0022,0.9379,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,-0.5,0.0,0.2122,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-0.5,0.5,0.1507,0.9951,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-0.5,1.0,0.0881,1.0194,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-0.5,1.5,0.0401,1.0203,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,-0.5,2.0,0.0184,0.9978,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,0.0,0.0,0.2122,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.0,0.5,0.1749,1.0155,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.0,1.0,0.1306,1.0554,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.0,1.5,0.0903,1.0631,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,0.0,2.0,0.0641,1.0368,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,0.5,0.0,0.2122,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.5,0.5,0.2062,1.0198,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.5,1.0,0.1858,1.0631,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,0.5,1.5,0.1558,1.0723,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,0.5,2.0,0.1237,1.0452,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,1.0,0.0,0.2121,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,1.0,0.5,0.2371,1.007,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,1.0,1.0,0.2401,1.0405,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,1.0,1.5,0.2203,1.0455,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,1.0,2.0,0.1824,1.0208,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,1.5,0.0,0.2121,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,1.5,0.5,0.2599,0.9802,1e-05,0.0,0.81,True,False,True,False
-2.0,0.5,1.5,1.0,0.2802,0.9932,1e-05,0.0,0.81,True,False,True,False
-2.0,0.5,1.5,1.5,0.2678,0.9895,0.0,0.0,0.81,True,False,True,False
-2.0,0.5,1.5,2.0,0.2257,0.9699,0.0,0.0,0.81,True,False,False,False
-2.0,0.5,2.0,0.0,0.2122,0.9535,1e-05,0.0,0.81,True,False,False,False
-2.0,0.5,2.0,0.5,0.2692,0.9459,1e-05,0.0,0.81,True,False,True,False
-2.0,0.5,2.0,1.0,0.2962,0.933,1e-05,0.0,0.81,True,False,True,False
-2.0,0.5,2.0,1.5,0.2868,0.9181,0.0,0.0,0.81,True,False,True,False
-2.0,0.5,2.0,2.0,0.2432,0.9048,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-1.0,0.0,0.3321,1.0054,0.0,2e-05,0.81,True,False,True,False
-2.0,1.0,-1.0,0.5,0.2721,1.0215,0.0,0.0,0.81,True,False,True,False
-2.0,1.0,-1.0,1.0,0.1984,1.0212,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-1.0,1.5,0.1293,1.0044,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-1.0,2.0,0.0817,0.9755,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-0.5,0.0,0.3321,1.0053,0.0,2e-05,0.81,True,False,True,False
-2.0,1.0,-0.5,0.5,0.2753,1.0494,0.0,1e-05,0.81,True,False,True,False
-2.0,1.0,-0.5,1.0,0.2039,1.0703,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-0.5,1.5,0.1357,1.0626,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,-0.5,2.0,0.0874,1.0285,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,0.0,0.0,0.3321,1.0053,0.0,2e-05,0.81,True,False,True,False
-2.0,1.0,0.0,0.5,0.289,1.065,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,0.0,1.0,0.2279,1.0978,1e-05,1e-05,0.81,True,False,False,False
-2.0,1.0,0.0,1.5,0.164,1.0953,1e-05,0.0,0.81,True,False,False,False
-2.0,1.0,0.0,2.0,0.1132,1.0582,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,0.5,0.0,0.3321,1.0053,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,0.5,0.5,0.3097,1.0644,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,0.5,1.0,0.2644,1.0968,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,0.5,1.5,0.2073,1.0943,1e-05,1e-05,0.81,True,False,False,False
-2.0,1.0,0.5,2.0,0.1525,1.0574,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,1.0,0.0,0.3321,1.0053,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,1.0,0.5,0.3325,1.0479,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.0,1.0,1.0,0.3045,1.0677,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,1.0,1.5,0.2548,1.0598,1e-05,1e-05,0.81,True,False,True,False
-2.0,1.0,1.0,2.0,0.1959,1.026,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,1.5,0.0,0.3321,1.0054,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,1.5,0.5,0.3517,1.0194,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.0,1.5,1.0,0.3382,1.0176,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.0,1.5,1.5,0.2949,1.0004,1e-05,1e-05,0.81,True,False,True,False
-2.0,1.0,1.5,2.0,0.2325,0.972,0.0,0.0,0.81,True,False,False,False
-2.0,1.0,2.0,0.0,0.3321,1.0053,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.0,2.0,0.5,0.3627,0.9859,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.0,2.0,1.0,0.3574,0.9588,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.0,2.0,1.5,0.3177,0.9307,0.0,1e-05,0.81,True,False,True,False
-2.0,1.0,2.0,2.0,0.2534,0.9086,0.0,0.0,0.81,True,False,True,False
-2.0,1.5,-1.0,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,-1.0,0.5,0.3477,1.054,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.5,-1.0,1.0,0.2865,1.0594,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,-1.0,1.5,0.2156,1.0421,1e-05,1e-05,0.81,True,False,False,False
-2.0,1.5,-1.0,2.0,0.1524,1.0066,0.0,0.0,0.81,True,False,False,False
-2.0,1.5,-0.5,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,-0.5,0.5,0.3397,1.077,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,-0.5,1.0,0.2723,1.0998,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,-0.5,1.5,0.1987,1.0901,2e-05,1e-05,0.81,True,False,False,False
-2.0,1.5,-0.5,2.0,0.1369,1.0502,1e-05,0.0,0.81,True,False,False,False
-2.0,1.5,0.0,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,0.0,0.5,0.3384,1.086,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,0.0,1.0,0.27,1.1158,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,0.0,1.5,0.1959,1.109,2e-05,1e-05,0.81,True,False,False,False
-2.0,1.5,0.0,2.0,0.1344,1.0674,1e-05,0.0,0.81,True,False,False,False
-2.0,1.5,0.5,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,0.5,0.5,0.3442,1.079,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,0.5,1.0,0.2802,1.1033,2e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,0.5,1.5,0.208,1.0942,2e-05,1e-05,0.81,True,False,False,False
-2.0,1.5,0.5,2.0,0.1564,1.0528,7e-05,0.00022,0.81,True,False,False,False
-2.0,1.5,1.0,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,1.0,0.5,0.3556,1.0575,1e-05,2e-05,0.81,True,False,True,False
-2.0,1.5,1.0,1.0,0.3004,1.0654,2e-05,3e-05,0.81,True,False,True,False
-2.0,1.5,1.0,1.5,0.232,1.0493,1e-05,1e-05,0.81,True,False,False,False
-2.0,1.5,1.0,2.0,0.1852,0.9992,8e-05,0.00014,1.3,True,False,False,False
-2.0,1.5,1.5,0.0,0.3841,1.0275,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,1.5,0.5,0.3699,1.0268,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.5,1.5,1.0,0.3255,1.0115,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.5,1.5,1.5,0.2619,0.9855,1e-05,1e-05,0.81,True,False,True,False
-2.0,1.5,1.5,2.0,0.1947,0.9551,0.0,0.0,0.81,True,False,False,False
-2.0,1.5,2.0,0.0,0.3841,1.0274,1e-05,2e-05,0.84,True,False,True,False
-2.0,1.5,2.0,0.5,0.3835,0.9944,1e-05,3e-05,0.82,True,False,True,False
-2.0,1.5,2.0,1.0,0.3495,0.9548,1e-05,3e-05,0.81,True,False,True,False
-2.0,1.5,2.0,1.5,0.2904,0.9184,0.0,2e-05,0.81,True,False,True,False
-2.0,1.5,2.0,2.0,0.2208,0.894,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-1.0,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-1.0,0.5,-0.1551,0.9364,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-1.0,1.0,-0.1693,0.9666,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-1.0,1.5,-0.1521,0.9782,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-1.0,2.0,-0.1078,0.9684,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-0.5,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-0.5,0.5,-0.1307,0.9592,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-0.5,1.0,-0.1265,1.0068,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-0.5,1.5,-0.1013,1.0259,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,-0.5,2.0,-0.0615,1.0118,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.0,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.0,0.5,-0.1,0.9661,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.0,1.0,-0.0723,1.019,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.0,1.5,-0.037,1.0403,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.0,2.0,-0.0029,1.0248,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.5,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.5,0.5,-0.0704,0.9555,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.5,1.0,-0.0201,1.0002,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.5,1.5,0.0249,1.0179,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,0.5,2.0,0.0535,1.0044,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.0,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.0,0.5,-0.0491,0.93,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.0,1.0,0.0172,0.955,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.0,1.5,0.0691,0.9642,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.0,2.0,0.0938,0.9555,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.5,0.0,-0.1133,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.5,0.5,-0.0413,0.8957,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.5,1.0,0.0306,0.8947,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.5,1.5,0.0848,0.8927,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,1.5,2.0,0.108,0.8902,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,2.0,0.0,-0.1132,0.8951,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,2.0,0.5,-0.049,0.861,0.0,0.0,0.81,True,False,False,False
-1.5,-0.5,2.0,1.0,0.0168,0.8341,0.0,0.0,0.81,True,True,False,False
-1.5,-0.5,2.0,1.5,0.0682,0.8208,0.0,0.0,0.81,True,True,False,False
-1.5,-0.5,2.0,2.0,0.0929,0.8247,0.0,0.0,0.81,True,True,False,False
-1.5,0.0,-1.0,0.0,0.058,0.8842,0.0,0.0,0.81,True,False,False,False
-1.5,0.0,-1.0,0.5,0.0004,0.9271,0.0,0.0,0.81,True,False,False,False
-1.5,0.0,-1.0,1.0,-0.0434,0.9595,0.0,0.0,0.81,True,False,False,False
-1.5,0.0,-1.0,1.5,-0.0624,0.9734,0.0,0.0,0.81,True,False,False,False
-1.5,0.0,-1.0,2.0,-0.0518,0.9656,0.0,0.0,0.81,True,False,False,False
-1.5,0.0,-0.5,0.0,0.058,0.8842,0.0,0.0,0.81,True,False,False,False
